Date,", Cameron, Hidalgo, Willacy, Starr","Kenedy, Zapata, Brooks, Jim Hogg",Kleberg,"Duval, Jim Wells, Nueces, Webb, San Patricio, Aransas","Refugio, La Salle, Live Oak, McMullen, Bee, Dimmit, Calhoun","Goliad, Maverick, Victoria, Matagorda, Zavala, Frio, Atascosa, Karnes, Jackson, DeWitt","Wilson, Brazoria, Wharton, Kinney, Medina, Uvalde, Lavaca, Galveston, Bexar, Gonzales, Fort Bend, Guadalupe, Colorado","Chambers, Bandera, Comal, Brewster, Real, Caldwell, Harris, Fayette, Jefferson, Austin, Val Verde, Kendall, Edwards, Presidio, Waller, Hays, Kerr, Bastrop, Orange","Liberty, Washington, Terrell, Blanco, Montgomery, Lee, Gillespie, Hardin, Travis, Kimble, Burleson, Sutton, Grimes, San Jacinto","Williamson, Brazos, Llano, Jeff Davis, Mason, Crockett, Walker, Jasper, Tyler, Pecos, Newton, Milam, Burnet, Polk, Menard, Schleicher, Madison, Robertson, Bell, Trinity","San Saba, McCulloch, Lampasas, Falls, Angelina, Leon, Irion, Houston, Reeves, Concho, Sabine, Reagan, Upton, Coryell, San Augustine, Tom Green, Crane, Culberson, Hudspeth, Mills, Ward, Limestone, McLennan, Nacogdoches","Freestone, Hamilton, Coleman, El Paso, Brown, Shelby, Anderson, Sterling, Runnels, Cherokee, Loving, Winkler, Ector, Midland, Glasscock, Coke, Bosque, Comanche, Hill, Navarro, Rusk","Panola, Henderson, Somervell, Erath, Callahan, Taylor, Nolan, Andrews, Martin, Howard, Mitchell, Eastland, Ellis, Smith, Johnson, Hood, Gregg, Harrison, Van Zandt, Kaufman","Stephens, Shackelford, Upshur, Jones, Gaines, Dawson, Fisher, Borden, Scurry, Palo Pinto, Dallas, Tarrant, Parker, Wood, Marion, Rains, Rockwall, Camp, Cass, Morris, Hunt","Hopkins, Yoakum, Terry, Franklin, Lynn, Young, Throckmorton, Haskell, Stonewall, Garza, Kent, Collin, Denton, Titus, Wise, Jack, Delta, Bowie, Fannin, Cochran, Knox, Hockley, Lubbock, Crosby, Archer, Dickens, Baylor, King, Red River, Grayson, Cooke","Lamar, Montague, Clay, Foard, Wichita, Bailey, Lamb, Hale, Floyd, Motley, Cottle, Wilbarger","Hardeman, Childress, Parmer, Castro, Briscoe, Swisher, Hall","Collingsworth, Armstrong, Donley, Deaf Smith, Randall","Gray, Wheeler, Potter, Carson, Oldham","Hemphill, Moore, Roberts, Hutchinson, Hartley"
9/3/21,608,30,42,759,129,255,2532,2534,1149,887,889,691,1146,3395,2418,106,24,162,136,67
9/4/21,233,23,20,517,89,154,689,2159,358,353,509,578,670,367,1133,68,16,127,32,48
9/5/21,37,1,10,274,37,42,261,920,208,179,245,203,70,211,854,0,0,0,0,0
9/6/21,0,0,0,243,0,34,52,774,187,182,223,256,62,238,839,0,0,0,0,0
9/7/21,276,0,0,306,0,34,1167,1191,841,936,416,538,79,3258,1832,0,0,0,90,0
9/8/21,604,33,17,528,88,315,3741,3388,1304,1253,893,694,723,3591,2268,38,17,110,142,48
9/9/21,604,33,22,626,91,316,2166,3705,2048,1188,893,899,2043,5465,2305,55,17,153,143,55
9/10/21,588,20,22,428,45,152,1830,3887,1086,1012,580,559,635,2069,1571,131,11,149,115,67
9/11/21,192,14,22,316,21,23,286,1676,311,314,352,404,466,331,955,78,7,114,21,16
9/12/21,17,4,5,235,15,10,289,1147,128,109,57,166,11,74,457,0,0,0,0,0
9/13/21,282,5,5,212,34,91,1892,1527,563,701,230,307,10,3274,1121,0,0,0,93,0
9/14/21,535,5,17,316,41,180,2285,3729,1881,1061,630,676,593,3711,1809,33,8,122,112,20
9/15/21,502,8,17,446,53,276,2570,3836,912,1048,640,734,761,3758,1824,137,17,136,150,33
9/16/21,628,10,11,482,29,177,2281,3358,1223,872,599,527,649,3339,1713,130,14,139,119,29
9/17/21,462,9,10,326,19,30,1704,2117,563,875,593,503,597,3244,1618,104,20,129,91,41
9/18/21,152,8,9,292,10,19,229,1672,159,255,288,211,471,281,897,24,10,71,20,27
9/19/21,20,4,5,114,6,17,225,700,44,20,18,73,4,23,168,0,0,0,0,0
9/20/21,387,1,5,112,11,67,996,834,558,490,73,338,4,2405,704,0,0,0,95,0
9/21/21,656,0,12,231,39,255,2012,1477,1337,1212,341,720,207,2590,1438,10,16,91,114,22
9/22/21,666,2,16,304,25,120,1512,1884,546,914,403,779,721,2460,1533,30,17,95,89,27
9/23/21,608,6,12,225,28,96,1461,1792,940,792,324,604,1271,2242,1246,93,14,95,66,26
9/24/21,493,6,12,240,18,7,829,1626,367,517,288,379,774,2313,1108,30,8,77,63,18
9/25/21,138,4,10,184,14,18,210,1659,55,123,166,239,112,1145,627,5,4,72,11,14
9/26/21,23,4,3,91,13,18,208,932,125,86,139,133,2,73,230,0,0,0,0,0
9/27/21,130,1,3,91,41,84,1229,1325,376,522,135,343,2,467,783,0,0,0,54,0
9/28/21,258,4,9,200,45,134,1465,1650,828,920,456,494,471,2343,1200,91,15,46,74,27
9/29/21,396,4,9,215,45,85,1222,1846,425,975,473,500,560,2250,1161,101,15,84,74,35
9/30/21,391,5,9,280,28,70,963,1693,708,785,270,328,533,2109,1139,77,3,81,60,21
10/1/21,409,2,9,117,18,26,874,1608,320,697,247,310,451,1971,930,65,2,63,45,14
10/2/21,150,2,4,121,7,6,159,669,67,151,140,273,359,259,490,48,0,40,0,0
10/3/21,9,0,4,78,0,6,130,388,52,39,31,165,3,42,230,0,0,0,0,0
10/4/21,117,0,4,82,7,6,692,390,344,542,93,170,3,1646,673,0,0,0,33,0
10/5/21,241,0,5,90,8,30,975,1346,687,588,243,409,428,1827,972,54,5,30,58,1
10/6/21,245,1,5,174,19,82,1192,1413,308,569,303,309,532,1884,1025,81,15,88,68,27
10/7/21,211,1,5,186,14,82,1145,1308,542,287,179,239,392,1718,775,45,3,86,50,1
10/8/21,101,0,0,88,0,0,514,1076,162,238,33,49,0,1251,365,0,0,0,41,0
10/9/21,0,0,0,45,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0
10/10/21,0,0,0,45,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0
10/11/21,0,0,0,45,0,0,664,476,256,285,25,61,0,1345,330,0,0,0,29,0
10/12/21,79,0,0,66,0,0,707,831,584,303,28,61,0,1556,405,0,0,0,29,0
10/13/21,203,2,6,118,23,56,887,1012,321,281,155,239,508,1616,746,22,3,65,49,26
10/14/21,336,2,6,146,24,71,802,1213,480,381,258,347,909,1659,824,61,15,66,49,55
10/15/21,300,1,6,110,4,39,623,789,195,348,143,227,357,1467,699,33,8,52,49,33
10/16/21,88,0,4,71,1,3,477,511,27,121,95,160,294,147,314,29,8,43,11,21
10/17/21,8,0,4,37,1,3,401,328,36,33,36,124,2,24,154,0,0,0,0,0
10/18/21,122,0,1,44,5,28,548,469,194,136,36,135,2,825,419,0,0,0,38,0
10/19/21,243,1,1,85,8,43,544,577,214,243,111,306,230,1180,666,17,1,35,53,10
10/20/21,236,2,7,84,10,39,821,585,331,233,141,338,407,1213,704,37,6,71,56,21
10/21/21,219,2,7,80,11,38,466,572,229,225,113,293,282,1146,595,36,0,67,50,11
10/22/21,188,1,4,74,6,25,408,712,251,194,126,217,312,986,559,18,8,71,44,32
10/23/21,66,1,4,32,3,4,55,470,89,24,75,197,211,80,278,18,0,51,0,0
10/24/21,6,0,4,2,3,4,43,321,23,18,30,137,3,14,127,0,0,0,0,0
10/25/21,6,0,4,2,3,4,43,321,23,18,30,137,3,14,127,0,0,0,0,0
